team,player,bat_or_bowl,bb_bf,runs,wkts,wicketball_prob,runs_per_ball,opposition,ground,start_date,overs,mdns,econ,inns,4s,6s,sr,not_out,mins
ENG,JC Buttler (ENG),bat,23,10,,0.043478261,0.4347,v India,Lucknow,29-Oct-23,,,,2,1,0,43.47,0,33
ENG,CR Woakes (ENG),bat,20,10,,0.05,0.5,v India,Lucknow,29-Oct-23,,,,2,1,0,50,0,21
AFG,Rahmanullah Gurbaz (AFG),bat,11,10,,0.090909091,0.909,v Netherlands,Lucknow,3-Nov-23,,,,2,2,0,90.9,0,24
AUS,PJ Cummins (AUS),bat,13,10,,0.076923077,0.7692,v England,Ahmedabad,4-Nov-23,,,,1,1,0,76.92,0,17
AUS,MA Starc (AUS),bat,13,10,,0.076923077,0.7692,v England,Ahmedabad,4-Nov-23,,,,1,0,0,76.92,0,30
BAN,Mushfiqur Rahim (BAN),bat,13,10,,0.076923077,0.7692,v Sri Lanka,Delhi,6-Nov-23,,,,2,1,0,76.92,0,21
NED,BFW de Leede (NED),bat,12,10,,0.083333333,0.8333,v England,Pune,8-Nov-23,,,,2,2,0,83.33,0,11
SA,H Klaasen (SA),bat,13,10,,0.076923077,0.7692,v Afghanistan,Ahmedabad,10-Nov-23,,,,2,1,0,76.92,0,15
AFG,Naveen-ul-Haq (AFG),bat,8,9,,0,1.125,v India,Delhi,11-Oct-23,,,,1,1,0,112.5,1,8
NED,A Dutt (NED),bat,6,9,,0,1.5,v Sri Lanka,Lucknow,21-Oct-23,,,,1,1,0,150,1,14
IND,Kuldeep Yadav (IND),bat,13,9,,0,0.6923,v England,Lucknow,29-Oct-23,,,,1,1,0,69.23,1,18
PAK,Iftikhar Ahmed (PAK),bat,11,9,,0.090909091,0.8181,v Netherlands,Hyderabad,6-Oct-23,,,,1,1,0,81.81,0,22
AFG,Rashid Khan (AFG),bat,16,9,,0.0625,0.5625,v Bangladesh,Dharamsala,7-Oct-23,,,,1,1,0,56.25,0,16
NZ,R Ravindra (NZ),bat,13,9,,0.076923077,0.6923,v Bangladesh,Chennai,13-Oct-23,,,,2,2,0,69.23,0,12
AFG,Mohammad Nabi (AFG),bat,15,9,,0.066666667,0.6,v England,Delhi,15-Oct-23,,,,1,1,0,60,0,14
ENG,JC Buttler (ENG),bat,18,9,,0.055555556,0.5,v Afghanistan,Delhi,15-Oct-23,,,,2,1,0,50,0,21
ENG,CR Woakes (ENG),bat,26,9,,0.038461538,0.3461,v Afghanistan,Delhi,15-Oct-23,,,,2,1,0,34.61,0,21
SL,BKG Mendis (SL),bat,13,9,,0.076923077,0.6923,v Australia,Lucknow,16-Oct-23,,,,1,0,0,69.23,0,27
SA,M Jansen (SA),bat,25,9,,0.04,0.36,v Netherlands,Dharamsala,17-Oct-23,,,,2,0,0,36,0,22
SA,K Rabada (SA),bat,6,9,,0.166666667,1.5,v Netherlands,Dharamsala,17-Oct-23,,,,2,0,1,150,0,9
NED,AT Nidamanuru (NED),bat,16,9,,0.0625,0.5625,v Sri Lanka,Lucknow,21-Oct-23,,,,1,0,0,56.25,0,32
AUS,MR Marsh (AUS),bat,15,9,,0.066666667,0.6,v Netherlands,Delhi,25-Oct-23,,,,1,2,0,60,0,15
PAK,Abdullah Shafique (PAK),bat,17,9,,0.058823529,0.5294,v South Africa,Chennai,27-Oct-23,,,,1,1,0,52.94,0,21
NZ,MJ Henry (NZ),bat,8,9,,0.125,1.125,v Australia,Dharamsala,28-Oct-23,,,,2,1,0,112.5,0,14
NED,A Dutt (NED),bat,6,9,,0.166666667,1.5,v Bangladesh,Eden Gardens,28-Oct-23,,,,1,0,1,150,0,7
BAN,Najmul Hossain Shanto (BAN),bat,18,9,,0.055555556,0.5,v Netherlands,Eden Gardens,28-Oct-23,,,,2,2,0,50,0,27
IND,Shubman Gill (IND),bat,13,9,,0.076923077,0.6923,v England,Lucknow,29-Oct-23,,,,1,1,0,69.23,0,18
PAK,Babar Azam (PAK),bat,16,9,,0.0625,0.5625,v Bangladesh,Eden Gardens,31-Oct-23,,,,2,1,0,56.25,0,20
NZ,R Ravindra (NZ),bat,16,9,,0.0625,0.5625,v South Africa,Pune,1-Nov-23,,,,2,1,0,56.25,0,28
NZ,TA Boult (NZ),bat,14,9,,0.071428571,0.6428,v South Africa,Pune,1-Nov-23,,,,2,1,0,64.28,0,17
SA,AK Markram (SA),bat,6,9,,0.166666667,1.5,v India,Eden Gardens,5-Nov-23,,,,2,2,0,150,0,6
BAN,Tanzid Hasan (BAN),bat,5,9,,0.2,1.8,v Sri Lanka,Delhi,6-Nov-23,,,,2,2,0,180,0,11
SA,T Bavuma (SA),bat,5,8,,0.2,1.6,v Sri Lanka,Delhi,7-Oct-23,,,,1,2,0,160,0,9
AUS,C Green (AUS),bat,20,8,,0.05,0.4,v India,Chennai,8-Oct-23,,,,1,0,0,40,0,31
NED,R Klein (NED),bat,15,8,,0.066666667,0.5333,v New Zealand,Hyderabad,9-Oct-23,,,,2,0,0,53.33,0,23
BAN,Mehidy Hasan Miraz (BAN),bat,7,8,,0.142857143,1.1428,v England,Dharamsala,10-Oct-23,,,,2,1,0,114.28,0,12
SL,S Samarawickrama (SL),bat,8,8,,0.125,1,v Australia,Lucknow,16-Oct-23,,,,1,1,0,100,0,15
AFG,Hashmatullah Shahidi (AFG),bat,29,8,,0.034482759,0.2758,v New Zealand,Chennai,18-Oct-23,,,,2,1,0,27.58,0,30
AFG,Rashid Khan (AFG),bat,13,8,,0.076923077,0.6153,v New Zealand,Chennai,18-Oct-23,,,,2,0,1,61.53,0,10
BAN,Najmul Hossain Shanto (BAN),bat,17,8,,0.058823529,0.4705,v India,Pune,19-Oct-23,,,,1,0,0,47.05,0,18
AUS,M Labuschagne (AUS),bat,12,8,,0.083333333,0.6666,v Pakistan,Bengaluru,20-Oct-23,,,,1,1,0,66.66,0,23
PAK,Hasan Ali (PAK),bat,8,8,,0.125,1,v Australia,Bengaluru,20-Oct-23,,,,2,2,0,100,0,7
PAK,Mohammad Rizwan (PAK),bat,10,8,,0.1,0.8,v Afghanistan,Chennai,23-Oct-23,,,,1,0,1,80,0,8
BAN,Mushfiqur Rahim (BAN),bat,17,8,,0.058823529,0.4705,v South Africa,Wankhede,24-Oct-23,,,,2,1,0,47.05,0,24
AUS,C Green (AUS),bat,11,8,,0.090909091,0.7272,v Netherlands,Delhi,25-Oct-23,,,,1,1,0,72.72,0,15
ENG,JC Buttler (ENG),bat,6,8,,0.166666667,1.3333,v Sri Lanka,Bengaluru,26-Oct-23,,,,1,1,0,133.33,0,6
IND,RA Jadeja (IND),bat,13,8,,0.076923077,0.6153,v England,Lucknow,29-Oct-23,,,,1,0,0,61.53,0,14
IND,KL Rahul (IND),bat,17,8,,0.058823529,0.4705,v South Africa,Eden Gardens,5-Nov-23,,,,1,0,0,47.05,0,29
SL,KIC Asalanka (SL),bat,8,8,,0.125,1,v New Zealand,Bengaluru,9-Nov-23,,,,1,1,0,100,0,16
AFG,Mujeeb Ur Rahman (AFG),bat,5,8,,0.2,1.6,v South Africa,Ahmedabad,10-Nov-23,,,,1,0,1,160,0,7
SA,L Ngidi (SA),bat,24,7,,0,0.2916,v Netherlands,Dharamsala,17-Oct-23,,,,2,0,0,29.16,1,35
NZ,MJ Santner (NZ),bat,5,7,,0,1.4,v Afghanistan,Chennai,18-Oct-23,,,,1,1,0,140,1,13
BAN,Shoriful Islam (BAN),bat,3,7,,0,2.3333,v India,Pune,19-Oct-23,,,,1,0,1,233.33,1,2
SA,KA Maharaj (SA),bat,21,7,,0,0.3333,v Pakistan,Chennai,27-Oct-23,,,,2,1,0,33.33,1,44
NED,PA van Meekeren (NED),bat,12,7,,0.083333333,0.5833,v Pakistan,Hyderabad,6-Oct-23,,,,2,1,0,58.33,0,17
SL,MDKJ Perera (SL),bat,15,7,,0.066666667,0.4666,v South Africa,Delhi,7-Oct-23,,,,2,1,0,46.66,0,42
AUS,MR Marsh (AUS),bat,15,7,,0.066666667,0.4666,v South Africa,Lucknow,12-Oct-23,,,,2,0,0,46.66,0,27
BAN,Najmul Hossain Shanto (BAN),bat,8,7,,0.125,0.875,v New Zealand,Chennai,13-Oct-23,,,,1,1,0,87.5,0,20
SL,DM de Silva (SL),bat,13,7,,0.076923077,0.5384,v Australia,Lucknow,16-Oct-23,,,,1,1,0,53.84,0,13
AFG,Mohammad Nabi (AFG),bat,9,7,,0.111111111,0.7777,v New Zealand,Chennai,18-Oct-23,,,,2,1,0,77.77,0,10
AUS,SPD Smith (AUS),bat,9,7,,0.111111111,0.7777,v Pakistan,Bengaluru,20-Oct-23,,,,1,0,0,77.77,0,17
NED,RE van der Merwe (NED),bat,7,7,,0.142857143,1,v Sri Lanka,Lucknow,21-Oct-23,,,,1,0,0,100,0,12
PAK,Mohammad Wasim (1) (PAK),bat,9,7,,0.111111111,0.7777,v South Africa,Chennai,27-Oct-23,,,,1,0,1,77.77,0,13
BAN,Towhid Hridoy (BAN),bat,3,7,,0.333333333,2.3333,v Pakistan,Eden Gardens,31-Oct-23,,,,1,0,1,233.33,0,9
NZ,MJ Santner (NZ),bat,18,7,,0.055555556,0.3888,v South Africa,Pune,1-Nov-23,,,,2,1,0,38.88,0,14
NZ,TG Southee (NZ),bat,11,7,,0.090909091,0.6363,v South Africa,Pune,1-Nov-23,,,,2,1,0,63.63,0,11
SA,KA Maharaj (SA),bat,11,7,,0.090909091,0.6363,v India,Eden Gardens,5-Nov-23,,,,2,1,0,63.63,0,7
NZ,MS Chapman (NZ),bat,6,7,,0.166666667,1.1666,v Sri Lanka,Bengaluru,9-Nov-23,,,,2,1,0,116.66,0,13
ENG,MA Wood (ENG),bat,5,6,,0,1.2,v Bangladesh,Dharamsala,10-Oct-23,,,,1,1,0,120,1,6
AUS,PJ Cummins (AUS),bat,8,6,,0,0.75,v Pakistan,Bengaluru,20-Oct-23,,,,1,0,0,75,1,17
BAN,Shoriful Islam (BAN),bat,4,6,,0,1.5,v South Africa,Wankhede,24-Oct-23,,,,2,1,0,150,1,4
SA,AK Markram (SA),bat,1,6,,0,6,v New Zealand,Pune,1-Nov-23,,,,1,0,1,600,1,1
AFG,Mohammad Nabi (AFG),bat,12,6,,0.083333333,0.5,v Bangladesh,Dharamsala,7-Oct-23,,,,1,0,0,50,0,19
AUS,A Zampa (AUS),bat,20,6,,0.05,0.3,v India,Chennai,8-Oct-23,,,,1,0,0,30,0,28
PAK,Saud Shakeel (PAK),bat,10,6,,0.1,0.6,v India,Ahmedabad,14-Oct-23,,,,1,0,0,60,0,12
NED,BFW de Leede (NED),bat,21,6,,0.047619048,0.2857,v Sri Lanka,Lucknow,21-Oct-23,,,,1,0,0,28.57,0,33
ENG,DJ Malan (ENG),bat,11,6,,0.090909091,0.5454,v South Africa,Wankhede,21-Oct-23,,,,2,1,0,54.54,0,30
NZ,MS Chapman (NZ),bat,8,6,,0.125,0.75,v India,Dharamsala,22-Oct-23,,,,1,0,0,75,0,11
NED,MP O'Dowd (NED),bat,9,6,,0.111111111,0.6666,v Australia,Delhi,25-Oct-23,,,,2,1,0,66.66,0,21
NED,Shariz Ahmad (NED),bat,8,6,,0.125,0.75,v Bangladesh,Eden Gardens,28-Oct-23,,,,1,0,0,75,0,13
BAN,Taskin Ahmed (BAN),bat,13,6,,0.076923077,0.4615,v Pakistan,Eden Gardens,31-Oct-23,,,,1,0,0,46.15,0,20
SA,K Rabada (SA),bat,26,6,,0.038461538,0.2307,v India,Eden Gardens,5-Nov-23,,,,2,0,0,23.07,0,26
AUS,MP Stoinis (AUS),bat,7,6,,0.142857143,0.8571,v Afghanistan,Wankhede,7-Nov-23,,,,2,1,0,85.71,0,13
ENG,DJ Willey (ENG),bat,2,6,,0.5,3,v Netherlands,Pune,8-Nov-23,,,,1,0,1,300,0,1
SL,BKG Mendis (SL),bat,7,6,,0.142857143,0.8571,v New Zealand,Bengaluru,9-Nov-23,,,,1,1,0,85.71,0,11
SL,C Karunaratne (SL),bat,17,6,,0.058823529,0.3529,v New Zealand,Bengaluru,9-Nov-23,,,,1,1,0,35.29,0,28
BAN,Tanzim Hasan Sakib (BAN),bat,6,5,,0,0.8333,v Sri Lanka,Delhi,6-Nov-23,,,,2,1,0,83.33,1,6
PAK,Babar Azam (PAK),bat,18,5,,0.055555556,0.2777,v Netherlands,Hyderabad,6-Oct-23,,,,1,0,0,27.77,0,20
NED,MP O'Dowd (NED),bat,12,5,,0.083333333,0.4166,v Pakistan,Hyderabad,6-Oct-23,,,,2,1,0,41.66,0,24
NED,AT Nidamanuru (NED),bat,9,5,,0.111111111,0.5555,v Pakistan,Hyderabad,6-Oct-23,,,,2,1,0,55.55,0,10
AFG,Najibullah Zadran (AFG),bat,13,5,,0.076923077,0.3846,v Bangladesh,Dharamsala,7-Oct-23,,,,1,0,0,38.46,0,16
BAN,Tanzid Hasan (BAN),bat,13,5,,0.076923077,0.3846,v Afghanistan,Dharamsala,7-Oct-23,,,,2,1,0,38.46,0,19
SL,M Pathirana (SL),bat,16,5,,0.0625,0.3125,v South Africa,Delhi,7-Oct-23,,,,2,1,0,31.25,0,25
NZ,MS Chapman (NZ),bat,13,5,,0.076923077,0.3846,v Netherlands,Hyderabad,9-Oct-23,,,,1,0,0,38.46,0,11
AUS,JP Inglis (AUS),bat,4,5,,0.25,1.25,v South Africa,Lucknow,12-Oct-23,,,,2,1,0,125,0,5
AUS,MP Stoinis (AUS),bat,4,5,,0.25,1.25,v South Africa,Lucknow,12-Oct-23,,,,2,1,0,125,0,6
AFG,Naveen-ul-Haq (AFG),bat,6,5,,0.166666667,0.8333,v England,Delhi,15-Oct-23,,,,1,1,0,83.33,0,9
SL,MDKJ Perera (SL),bat,8,5,,0.125,0.625,v Netherlands,Lucknow,21-Oct-23,,,,2,1,0,62.5,0,17
SA,DA Miller (SA),bat,6,5,,0.166666667,0.8333,v England,Wankhede,21-Oct-23,,,,1,1,0,83.33,0,7
ENG,BA Stokes (ENG),bat,8,5,,0.125,0.625,v South Africa,Wankhede,21-Oct-23,,,,2,1,0,62.5,0,20
NZ,TWM Latham (NZ),bat,7,5,,0.142857143,0.7142,v India,Dharamsala,22-Oct-23,,,,1,1,0,71.42,0,16
ENG,MA Wood (ENG),bat,6,5,,0.166666667,0.8333,v Sri Lanka,Bengaluru,26-Oct-23,,,,1,1,0,83.33,0,6
BAN,Shakib Al Hasan (BAN),bat,14,5,,0.071428571,0.3571,v Netherlands,Eden Gardens,28-Oct-23,,,,2,0,0,35.71,0,14
SL,CAK Rajitha (SL),bat,7,5,,0.142857143,0.7142,v Afghanistan,Pune,30-Oct-23,,,,1,0,0,71.42,0,14
BAN,Mushfiqur Rahim (BAN),bat,8,5,,0.125,0.625,v Pakistan,Eden Gardens,31-Oct-23,,,,1,1,0,62.5,0,18
SL,D Madushanka (SL),bat,6,5,,0.166666667,0.8333,v India,Wankhede,2-Nov-23,,,,2,1,0,83.33,0,4
SA,Q de Kock (SA),bat,10,5,,0.1,0.5,v India,Eden Gardens,5-Nov-23,,,,2,1,0,50,0,9
ENG,JC Buttler (ENG),bat,11,5,,0.090909091,0.4545,v Netherlands,Pune,8-Nov-23,,,,1,0,0,45.45,0,12
NED,MP O'Dowd (NED),bat,11,5,,0.090909091,0.4545,v England,Pune,8-Nov-23,,,,2,1,0,45.45,0,20
SL,D Madushanka (SL),bat,2,4,,0,2,v South Africa,Delhi,7-Oct-23,,,,2,1,0,200,1,4
NED,PA van Meekeren (NED),bat,3,4,,0,1.3333,v New Zealand,Hyderabad,9-Oct-23,,,,2,1,0,133.33,1,5
SL,MADI Hemantha (SL),bat,3,4,,0,1.3333,v Netherlands,Lucknow,21-Oct-23,,,,2,1,0,133.33,1,7
SA,T Shamsi (SA),bat,6,4,,0,0.6666,v Pakistan,Chennai,27-Oct-23,,,,2,0,0,66.66,1,14
SA,T Shamsi (SA),bat,4,4,,0,1,v India,Eden Gardens,5-Nov-23,,,,2,1,0,100,1,3
NED,RE van der Merwe (NED),bat,7,4,,0.142857143,0.5714,v Pakistan,Hyderabad,6-Oct-23,,,,2,0,0,57.14,0,18
NZ,GD Phillips (NZ),bat,4,4,,0.25,1,v Netherlands,Hyderabad,9-Oct-23,,,,1,1,0,100,0,6
BAN,Mustafizur Rahman (BAN),bat,10,4,,0.1,0.4,v New Zealand,Chennai,13-Oct-23,,,,1,0,0,40,0,14
PAK,Iftikhar Ahmed (PAK),bat,4,4,,0.25,1,v India,Ahmedabad,14-Oct-23,,,,1,1,0,100,0,2
PAK,Mohammad Nawaz (3) (PAK),bat,14,4,,0.071428571,0.2857,v India,Ahmedabad,14-Oct-23,,,,1,0,0,28.57,0,25
SL,CBRLS Kumara (SL),bat,8,4,,0.125,0.5,v Australia,Lucknow,16-Oct-23,,,,1,1,0,50,0,6
SA,HE van der Dussen (SA),bat,7,4,,0.142857143,0.5714,v Netherlands,Dharamsala,17-Oct-23,,,,2,0,0,57.14,0,16
AFG,Mujeeb Ur Rahman (AFG),bat,3,4,,0.333333333,1.3333,v New Zealand,Chennai,18-Oct-23,,,,2,1,0,133.33,0,2
NED,Vikramjit Singh (NED),bat,13,4,,0.076923077,0.3076,v Sri Lanka,Lucknow,21-Oct-23,,,,1,1,0,30.76,0,17
NED,PA van Meekeren (NED),bat,5,4,,0.2,0.8,v Sri Lanka,Lucknow,21-Oct-23,,,,1,0,0,80,0,6
SA,Q de Kock (SA),bat,2,4,,0.5,2,v England,Wankhede,21-Oct-23,,,,1,1,0,200,0,3
NED,BFW de Leede (NED),bat,7,4,,0.142857143,0.5714,v Australia,Delhi,25-Oct-23,,,,2,1,0,57.14,0,7
SL,MDKJ Perera (SL),bat,5,4,,0.2,0.8,v England,Bengaluru,26-Oct-23,,,,2,1,0,80,0,8
SA,L Ngidi (SA),bat,14,4,,0.071428571,0.2857,v Pakistan,Chennai,27-Oct-23,,,,2,0,0,28.57,0,24
IND,SS Iyer (IND),bat,16,4,,0.0625,0.25,v England,Lucknow,29-Oct-23,,,,1,0,0,25,0,21
BAN,Najmul Hossain Shanto (BAN),bat,3,4,,0.333333333,1.3333,v Pakistan,Eden Gardens,31-Oct-23,,,,1,1,0,133.33,0,8
NZ,TWM Latham (NZ),bat,15,4,,0.066666667,0.2666,v South Africa,Pune,1-Nov-23,,,,2,0,0,26.66,0,18
IND,RG Sharma (IND),bat,2,4,,0.5,2,v Sri Lanka,Wankhede,2-Nov-23,,,,1,1,0,200,0,2
NED,PA van Meekeren (NED),bat,24,4,,0.041666667,0.1666,v Afghanistan,Lucknow,3-Nov-23,,,,1,0,0,16.66,0,18
PAK,Abdullah Shafique (PAK),bat,9,4,,0.111111111,0.4444,v New Zealand,Bengaluru,4-Nov-23,,,,2,1,0,44.44,0,8
SL,MDKJ Perera (SL),bat,5,4,,0.2,0.8,v Bangladesh,Delhi,6-Nov-23,,,,1,1,0,80,0,5
SL,PVD Chameera (SL),bat,9,4,,0.111111111,0.4444,v Bangladesh,Delhi,6-Nov-23,,,,1,0,0,44.44,0,17
ENG,MM Ali (ENG),bat,15,4,,0.066666667,0.2666,v Netherlands,Pune,8-Nov-23,,,,1,0,0,26.66,0,20
NED,PA van Meekeren (NED),bat,3,4,,0.333333333,1.3333,v England,Pune,8-Nov-23,,,,2,1,0,133.33,0,3
BAN,Mustafizur Rahman (BAN),bat,9,3,,0,0.3333,v England,Dharamsala,10-Oct-23,,,,2,0,0,33.33,1,12
PAK,Shaheen Shah Afridi (PAK),bat,3,3,,0,1,v Afghanistan,Chennai,23-Oct-23,,,,1,0,0,100,1,4
AUS,GJ Maxwell (AUS),bat,17,3,,0.058823529,0.1764,v South Africa,Lucknow,12-Oct-23,,,,2,0,0,17.64,0,17
AFG,Rahmat Shah (AFG),bat,8,3,,0.125,0.375,v England,Delhi,15-Oct-23,,,,1,0,0,37.5,0,10
BAN,Mehidy Hasan Miraz (BAN),bat,13,3,,0.076923077,0.2307,v India,Pune,19-Oct-23,,,,1,0,0,23.07,0,15
SA,G Coetzee (SA),bat,3,3,,0.333333333,1,v England,Wankhede,21-Oct-23,,,,1,0,0,100,0,2
ENG,JE Root (ENG),bat,10,3,,0.1,0.3,v Sri Lanka,Bengaluru,26-Oct-23,,,,1,0,0,30,0,14
NED,Vikramjit Singh (NED),bat,9,3,,0.111111111,0.3333,v Bangladesh,Eden Gardens,28-Oct-23,,,,1,0,0,33.33,0,7
BAN,Litton Das (BAN),bat,12,3,,0.083333333,0.25,v Netherlands,Eden Gardens,28-Oct-23,,,,2,0,0,25,0,20
BAN,Mustafizur Rahman (BAN),bat,7,3,,0.142857143,0.4285,v Pakistan,Eden Gardens,31-Oct-23,,,,1,0,0,42.85,0,11
NED,BFW de Leede (NED),bat,6,3,,0.166666667,0.5,v Afghanistan,Lucknow,3-Nov-23,,,,1,0,0,50,0,5
NED,Saqib Zulfiqar (NED),bat,15,3,,0.066666667,0.2,v Afghanistan,Lucknow,3-Nov-23,,,,1,0,0,20,0,19
AUS,JP Inglis (AUS),bat,6,3,,0.166666667,0.5,v England,Ahmedabad,4-Nov-23,,,,1,0,0,50,0,5
BAN,Mehidy Hasan Miraz (BAN),bat,5,3,,0.2,0.6,v Sri Lanka,Delhi,6-Nov-23,,,,2,0,0,60,0,9
AUS,MA Starc (AUS),bat,7,3,,0.142857143,0.4285,v Afghanistan,Wankhede,7-Nov-23,,,,2,0,0,42.85,0,8
BAN,Mushfiqur Rahim (BAN),bat,3,2,,0,0.6666,v Afghanistan,Dharamsala,7-Oct-23,,,,2,0,0,66.66,1,6
BAN,Shoriful Islam (BAN),bat,3,2,,0,0.6666,v New Zealand,Chennai,13-Oct-23,,,,1,0,0,66.66,1,9
PAK,Shaheen Shah Afridi (PAK),bat,10,2,,0,0.2,v India,Ahmedabad,14-Oct-23,,,,1,0,0,20,1,12
AFG,Fazalhaq Farooqi (AFG),bat,4,2,,0,0.5,v England,Delhi,15-Oct-23,,,,1,0,0,50,1,7
NZ,TWM Latham (NZ),bat,2,2,,0,1,v Pakistan,Bengaluru,4-Nov-23,,,,1,0,0,100,1,4
ENG,AAP Atkinson (ENG),bat,1,2,,0,2,v Netherlands,Pune,8-Nov-23,,,,1,0,0,200,1,7
NZ,TWM Latham (NZ),bat,2,2,,0,1,v Sri Lanka,Bengaluru,9-Nov-23,,,,2,0,0,100,1,3
AFG,Najibullah Zadran (AFG),bat,8,2,,0.125,0.25,v India,Delhi,11-Oct-23,,,,1,0,0,25,0,6
AUS,JR Hazlewood (AUS),bat,2,2,,0.5,1,v South Africa,Lucknow,12-Oct-23,,,,2,0,0,100,0,1
PAK,Shadab Khan (PAK),bat,5,2,,0.2,0.4,v India,Ahmedabad,14-Oct-23,,,,1,0,0,40,0,11
PAK,Haris Rauf (PAK),bat,6,2,,0.166666667,0.3333,v India,Ahmedabad,14-Oct-23,,,,1,0,0,33.33,0,9
ENG,JM Bairstow (ENG),bat,4,2,,0.25,0.5,v Afghanistan,Delhi,15-Oct-23,,,,2,0,0,50,0,5
SL,DN Wellalage (SL),bat,9,2,,0.111111111,0.2222,v Australia,Lucknow,16-Oct-23,,,,1,0,0,22.22,0,9
SL,C Karunaratne (SL),bat,11,2,,0.090909091,0.1818,v Australia,Lucknow,16-Oct-23,,,,1,0,0,18.18,0,12
NED,Vikramjit Singh (NED),bat,16,2,,0.0625,0.125,v South Africa,Dharamsala,17-Oct-23,,,,1,0,0,12.5,0,28
NED,BFW de Leede (NED),bat,7,2,,0.142857143,0.2857,v South Africa,Dharamsala,17-Oct-23,,,,1,0,0,28.57,0,16
AUS,MA Starc (AUS),bat,3,2,,0.333333333,0.6666,v Pakistan,Bengaluru,20-Oct-23,,,,1,0,0,66.66,0,3
ENG,JE Root (ENG),bat,6,2,,0.166666667,0.3333,v South Africa,Wankhede,21-Oct-23,,,,2,0,0,33.33,0,9
IND,SA Yadav (IND),bat,4,2,,0.25,0.5,v New Zealand,Dharamsala,22-Oct-23,,,,2,0,0,50,0,8
ENG,AU Rashid (ENG),bat,7,2,,0.142857143,0.2857,v Sri Lanka,Bengaluru,26-Oct-23,,,,1,0,0,28.57,0,7
PAK,Shaheen Shah Afridi (PAK),bat,4,2,,0.25,0.5,v South Africa,Chennai,27-Oct-23,,,,1,0,0,50,0,10
NZ,DP Conway (NZ),bat,6,2,,0.166666667,0.3333,v South Africa,Pune,1-Nov-23,,,,2,0,0,33.33,0,13
IND,Mohammed Shami (IND),bat,4,2,,0.25,0.5,v Sri Lanka,Wankhede,2-Nov-23,,,,1,0,0,50,0,11
NED,LV van Beek (NED),bat,13,2,,0.076923077,0.1538,v Afghanistan,Lucknow,3-Nov-23,,,,1,0,0,15.38,0,16
ENG,LS Livingstone (ENG),bat,5,2,,0.2,0.4,v Australia,Ahmedabad,4-Nov-23,,,,2,0,0,40,0,6
NED,LV van Beek (NED),bat,2,2,,0.5,1,v England,Pune,8-Nov-23,,,,2,0,0,100,0,3
SL,P Nissanka (SL),bat,8,2,,0.125,0.25,v New Zealand,Bengaluru,9-Nov-23,,,,1,0,0,25,0,9
AFG,Hashmatullah Shahidi (AFG),bat,7,2,,0.142857143,0.2857,v South Africa,Ahmedabad,10-Nov-23,,,,1,0,0,28.57,0,5
AFG,Mohammad Nabi (AFG),bat,3,2,,0.333333333,0.6666,v South Africa,Ahmedabad,10-Nov-23,,,,1,0,0,66.66,0,7
AFG,Naveen-ul-Haq (AFG),bat,4,2,,0.25,0.5,v South Africa,Ahmedabad,10-Nov-23,,,,1,0,0,50,0,12
AUS,JR Hazlewood (AUS),bat,1,1,,0,1,v India,Chennai,8-Oct-23,,,,1,0,0,100,1,6
ENG,RJW Topley (ENG),bat,2,1,,0,0.5,v Bangladesh,Dharamsala,10-Oct-23,,,,1,0,0,50,1,2
SL,M Pathirana (SL),bat,3,1,,0,0.3333,v Pakistan,Hyderabad,10-Oct-23,,,,1,0,0,33.33,1,3
BAN,Mustafizur Rahman (BAN),bat,7,1,,0,0.1428,v India,Pune,19-Oct-23,,,,1,0,0,14.28,1,19
AUS,A Zampa (AUS),bat,1,1,,0,1,v Pakistan,Bengaluru,20-Oct-23,,,,1,0,0,100,1,4
SA,KA Maharaj (SA),bat,1,1,,0,1,v England,Wankhede,21-Oct-23,,,,1,0,0,100,1,1
IND,Mohammed Shami (IND),bat,1,1,,0,1,v New Zealand,Dharamsala,22-Oct-23,,,,2,0,0,100,1,2
SA,M Jansen (SA),bat,1,1,,0,1,v Bangladesh,Wankhede,24-Oct-23,,,,1,0,0,100,1,3
AUS,A Zampa (AUS),bat,1,1,,0,1,v Netherlands,Delhi,25-Oct-23,,,,1,0,0,100,1,2
BAN,Shoriful Islam (BAN),bat,4,1,,0,0.25,v Pakistan,Eden Gardens,31-Oct-23,,,,1,0,0,25,1,8
IND,JJ Bumrah (IND),bat,1,1,,0,1,v Sri Lanka,Wankhede,2-Nov-23,,,,1,0,0,100,1,1
AUS,JR Hazlewood (AUS),bat,1,1,,0,1,v England,Ahmedabad,4-Nov-23,,,,1,0,0,100,1,1
ENG,AU Rashid (ENG),bat,1,1,,0,1,v Netherlands,Pune,8-Nov-23,,,,1,0,0,100,1,3
NED,A Dutt (NED),bat,2,1,,0.5,0.5,v Pakistan,Hyderabad,6-Oct-23,,,,2,0,0,50,0,6
AFG,Mujeeb Ur Rahman (AFG),bat,4,1,,0.25,0.25,v Bangladesh,Dharamsala,7-Oct-23,,,,1,0,0,25,0,9
NED,RE van der Merwe (NED),bat,6,1,,0.166666667,0.1666,v New Zealand,Hyderabad,9-Oct-23,,,,2,0,0,16.66,0,9
BAN,Tanzid Hasan (BAN),bat,2,1,,0.5,0.5,v England,Dharamsala,10-Oct-23,,,,2,0,0,50,0,7
